Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
21-12-2024,South,Furniture,Supplier D,Warehouse 2,Fulfilled,135,851,531.6700714,True,29,False,10652.18248,1625.5,9416
20-12-2024,West,Electronics,Supplier D,Warehouse 1,Fulfilled,490,2400,14997.81405,True,7,False,87464.36379,3527.5,5467
19-12-2024,West,Furniture,Supplier D,Warehouse 2,Fulfilled,237,4655,3385.663769,True,11,False,16858.01931,2814.0,8897
18-12-2024,West,Clothing,Supplier B,Warehouse 1,Pending,958,973,1963.653571,True,14,False,122655.3745,1104.0,9718
17-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,702,1235,1841.491007,True,26,False,14169.17778,1797.0,6579
16-12-2024,West,Clothing,Supplier A,Warehouse 1,Pending,220,2359,4224.035547,True,22,False,6311.566724,3511.5,7019
15-12-2024,West,Accessories,Supplier B,Warehouse 1,Fulfilled,734,4664,1802.420877,True,20,False,139538.3499,3154.5,6813
14-12-2024,West,Clothing,Supplier D,Warehouse 1,Pending,151,1645,5721.444646,True,7,False,19695.68789,1242.0,8245
13-12-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,836,839,727.5906311,True,9,False,55154.16013,2159.5,8169
12-12-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,292,3480,3995.433015,True,16,False,19776.61143,3131.5,5813
11-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,821,2783,6147.982376,True,5,False,39180.53256,2278.5,7301
10-12-2024,West,Electronics,Supplier B,Warehouse 3,Pending,728,1774,2097.063102,True,20,False,59591.5433,2220.5,9058
09-12-2024,West,Clothing,Supplier A,Warehouse 1,Fulfilled,122,2667,7737.075543,True,12,False,16130.70142,2854.5,9097
08-12-2024,West,Electronics,Supplier D,Warehouse 1,Fulfilled,325,3042,7862.406202,True,7,True,60966.95331,3330.0,6478
07-12-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,670,3618,10984.32832,True,10,False,112623.6518,3528.0,8464
06-12-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,261,3438,5309.038741,True,19,False,11991.49349,2946.0,5037
05-12-2024,North,Furniture,Supplier B,Warehouse 1,Fulfilled,253,2454,8789.343736,True,12,False,24777.34209,3643.0,6024
04-12-2024,West,Electronics,Supplier B,Warehouse 2,Pending,413,4832,13294.9332,True,16,False,37152.68715,4709.5,6084
03-12-2024,North,Electronics,Supplier C,Warehouse 3,Fulfilled,524,4587,645.1509531,True,12,False,79659.97286,2730.0,6338
02-12-2024,West,Electronics,Supplier A,Warehouse 3,Pending,758,873,13340.61193,True,26,False,105205.7989,919.0,9036
01-12-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,724,965,2813.329372,True,27,True,143494.2737,697.0,9561
30-11-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,237,429,5856.171885,True,24,False,33337.28627,1806.0,8752
29-11-2024,South,Accessories,Supplier B,Warehouse 1,Fulfilled,180,3183,4550.422537,True,21,False,35979.4238,1962.0,9741
28-11-2024,South,Furniture,Supplier A,Warehouse 1,Fulfilled,722,741,7169.73421,True,8,True,130032.5007,429.5,6804
27-11-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,996,118,4888.036152,True,25,False,73098.18811,1231.0,8183
26-11-2024,West,Furniture,Supplier D,Warehouse 1,Fulfilled,161,2344,9918.3729,True,7,False,14127.73863,2670.5,6468
25-11-2024,South,Electronics,Supplier A,Warehouse 2,Fulfilled,78,2997,8714.513401,True,8,False,13450.7933,3150.0,5628
24-11-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,57,3303,3468.432082,True,17,False,8801.413246,3856.0,6060
23-11-2024,North,Electronics,Supplier C,Warehouse 2,Canceled,375,4409,7025.930471,True,8,False,30862.49163,2687.0,5787
22-11-2024,South,Clothing,Supplier B,Warehouse 3,Fulfilled,901,965,1394.281463,True,16,False,65523.454,2025.0,8281
21-11-2024,South,Clothing,Supplier D,Warehouse 1,Pending,974,3085,13386.82449,True,26,False,55468.22998,3898.0,5544
20-11-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,755,4711,11083.89103,True,1,False,116445.837,2840.5,8768
19-11-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,898,970,729.8517124,True,4,False,95510.24227,2455.0,6829
18-11-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,178,3940,13886.02283,True,20,False,12362.54949,2461.0,5080
17-11-2024,South,Clothing,Supplier B,Warehouse 2,Fulfilled,160,982,7655.459972,True,26,False,18645.39293,2444.0,9425
16-11-2024,South,Clothing,Supplier A,Warehouse 2,Canceled,486,3906,10151.93226,True,18,False,65947.93743,3505.5,9985
15-11-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,107,3105,14936.47636,True,28,False,5169.088266,2083.5,7563
14-11-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,944,1062,11311.61082,True,28,False,83924.15786,1549.0,5171
13-11-2024,East,Electronics,Supplier D,Warehouse 1,Pending,242,2036,3441.661051,True,28,False,28965.28313,3432.5,5366
12-11-2024,North,Clothing,Supplier C,Warehouse 2,Fulfilled,607,4829,10359.5898,True,23,False,33286.54896,4084.5,8205
11-11-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,581,3340,7827.628189,False,20,False,42498.35669,1992.5,7889
10-11-2024,South,Electronics,Supplier C,Warehouse 3,Canceled,660,645,11009.41114,True,3,True,21803.77077,2027.0,8346
09-11-2024,South,Accessories,Supplier A,Warehouse 3,Pending,577,3409,3014.24296,True,3,False,110242.6735,2837.5,5064
08-11-2024,West,Clothing,Supplier C,Warehouse 1,Fulfilled,779,2266,10253.34298,True,5,False,94509.81365,1364.5,7664
07-11-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,103,463,3035.817075,True,5,False,18096.98826,2143.0,9413
06-11-2024,North,Accessories,Supplier D,Warehouse 2,Fulfilled,974,3823,14906.88351,True,5,False,50469.014,3374.0,7880
05-11-2024,West,Clothing,Supplier C,Warehouse 3,Pending,393,2925,6352.575481,True,3,False,10828.99341,3311.0,6972
04-11-2024,South,Clothing,Supplier C,Warehouse 1,Pending,615,3697,898.3231564,True,5,False,75159.99433,4261.5,8854
03-11-2024,South,Furniture,Supplier C,Warehouse 2,Fulfilled,984,4826,1881.109543,True,15,False,164527.971,2736.0,5103
02-11-2024,South,Electronics,Supplier B,Warehouse 1,Fulfilled,636,646,11469.81792,True,22,False,57985.96561,1843.0,7522
01-11-2024,North,Furniture,Supplier A,Warehouse 2,Pending,657,3040,2211.087386,True,13,False,89418.86078,1805.5,7421
31-10-2024,East,Clothing,Supplier B,Warehouse 3,Fulfilled,904,571,11235.48531,True,2,False,83070.63791,1156.0,5564
30-10-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,989,1741,14725.91556,True,24,False,128137.965,3179.0,8928
29-10-2024,West,Electronics,Supplier A,Warehouse 3,Pending,773,4617,7334.166015,True,24,False,150321.3252,4027.5,8360
28-10-2024,South,Clothing,Supplier A,Warehouse 3,Pending,690,3438,8226.283418,True,18,False,49420.02957,2213.0,5941
27-10-2024,North,Clothing,Supplier B,Warehouse 2,Pending,296,988,12817.23423,False,18,False,39282.84125,1130.0,5212
26-10-2024,North,Accessories,Supplier B,Warehouse 2,Fulfilled,121,1272,2124.169839,True,17,False,11640.05611,2936.0,5246
25-10-2024,South,Clothing,Supplier B,Warehouse 3,Pending,650,4600,10641.07874,False,3,False,59795.56858,3055.0,8573
24-10-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,780,1510,9756.075944,True,18,False,62358.70865,2476.0,5355
23-10-2024,East,Clothing,Supplier B,Warehouse 1,Fulfilled,557,3442,9498.074282,False,22,False,96110.4122,2287.0,9288
22-10-2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,886,1132,5045.421718,True,4,False,169062.9068,2298.0,7028
21-10-2024,South,Electronics,Supplier D,Warehouse 2,Fulfilled,990,3464,3327.452694,True,5,False,103649.86,2640.0,8317
20-10-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,839,1816,13262.24363,True,27,False,139006.954,1225.0,6041
19-10-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,656,634,3410.336222,True,21,False,71822.34596,2603.5,9122
18-10-2024,East,Electronics,Supplier C,Warehouse 1,Fulfilled,458,4573,10171.0027,True,29,False,29439.62995,3041.5,6418
17-10-2024,North,Clothing,Supplier A,Warehouse 1,Pending,560,1510,9027.827949,True,29,False,68565.98362,2948.5,8555
16-10-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,375,4387,2169.758917,True,25,False,28394.08445,2314.5,7364
15-10-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,846,242,11049.27819,True,7,False,38653.68392,1741.0,8170
14-10-2024,East,Clothing,Supplier D,Warehouse 1,Fulfilled,250,3240,9241.272516,True,21,False,42134.67256,1891.0,6925
13-10-2024,West,Electronics,Supplier A,Warehouse 1,Fulfilled,694,542,13046.77111,True,24,False,16284.58056,1668.0,8002
12-10-2024,East,Furniture,Supplier D,Warehouse 3,Pending,340,2794,12638.84848,True,15,False,28001.69036,1854.5,9870
11-10-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,773,915,6059.124023,True,20,False,75905.65231,1573.0,5641
10-10-2024,West,Electronics,Supplier A,Warehouse 1,Fulfilled,300,2231,2096.069523,True,6,False,41540.77373,2064.0,5148
09-10-2024,North,Accessories,Supplier B,Warehouse 1,Fulfilled,958,1897,3430.173573,True,27,False,166611.4892,3286.0,9233
08-10-2024,North,Accessories,Supplier B,Warehouse 3,Fulfilled,985,4675,8156.987174,True,22,True,28498.4465,3948.5,7481
07-10-2024,North,Furniture,Supplier C,Warehouse 1,Fulfilled,849,3222,11065.23682,True,15,True,138542.4908,3770.0,5214
06-10-2024,West,Clothing,Supplier B,Warehouse 2,Fulfilled,239,4318,1051.713085,True,27,False,15233.94235,4346.5,8554
05-10-2024,North,Furniture,Supplier A,Warehouse 2,Fulfilled,999,4375,7076.805739,True,27,False,29515.09415,2499.0,9053
04-10-2024,West,Accessories,Supplier A,Warehouse 3,Fulfilled,159,623,7656.383064,False,10,False,21296.44408,1906.0,8549
03-10-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,132,3189,13763.07112,True,25,False,16694.26648,1783.0,5224
02-10-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,525,377,2344.760861,True,3,False,22899.86314,1952.0,6675
01-10-2024,West,Electronics,Supplier C,Warehouse 1,Pending,834,3527,1002.435292,True,26,False,44140.55064,2811.5,6795
30-09-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,404,2096,5162.228628,True,1,True,48434.62918,1216.5,6200
29-09-2024,East,Accessories,Supplier D,Warehouse 1,Fulfilled,336,337,11154.00969,True,15,False,65421.8921,984.5,7786
28-09-2024,North,Clothing,Supplier A,Warehouse 3,Fulfilled,294,1632,8957.504859,True,3,False,12468.81806,2679.5,7407
27-09-2024,South,Clothing,Supplier C,Warehouse 3,Pending,914,3727,2293.517334,True,13,False,151224.9379,3274.0,9766
26-09-2024,South,Accessories,Supplier D,Warehouse 3,Fulfilled,92,2821,2291.714067,True,7,False,7442.009407,3165.5,6393
25-09-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,896,3510,3898.366315,True,2,False,73751.11647,3220.5,8497
24-09-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,255,2931,8028.501132,True,22,False,25666.64946,1554.0,5359
23-09-2024,West,Electronics,Supplier D,Warehouse 2,Fulfilled,940,177,4379.141939,True,29,False,74700.45409,906.0,5034
22-09-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,817,1635,4586.061581,True,26,False,72675.78617,2807.0,9572
21-09-2024,East,Electronics,Supplier C,Warehouse 1,Fulfilled,665,3979,3240.29207,True,29,False,106360.2417,2689.0,9093
20-09-2024,East,Clothing,Supplier C,Warehouse 2,Canceled,904,1399,6718.823646,True,10,False,27448.09392,2387.5,6514
19-09-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,421,3376,12403.3286,True,21,False,53844.68355,2289.0,5022
18-09-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,844,1202,3161.679656,True,12,False,129531.301,1391.0,6452
17-09-2024,South,Electronics,Supplier C,Warehouse 2,Fulfilled,158,1580,10408.23226,False,15,False,7616.812371,2236.5,7907
16-09-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,822,2893,12365.35739,True,26,False,130279.7991,2297.0,8842
15-09-2024,South,Accessories,Supplier D,Warehouse 3,Fulfilled,659,1701,7207.849397,True,19,False,90610.36225,1880.0,7519
14-09-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,605,2059,8959.68012,True,16,False,79903.97438,2244.0,7006
13-09-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,544,2429,13797.6133,True,26,False,41955.31187,2662.0,7296
12-09-2024,West,Furniture,Supplier B,Warehouse 1,Fulfilled,359,2895,14206.95208,True,20,False,37573.83986,2826.0,7450
11-09-2024,East,Furniture,Supplier C,Warehouse 3,Fulfilled,730,2757,10980.1458,True,16,False,115141.1253,2899.0,5050
10-09-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,450,3041,4648.303869,True,17,False,32058.62575,2446.0,8256
09-09-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,605,1851,7594.549285,False,12,False,34016.1647,2806.0,5304
08-09-2024,North,Clothing,Supplier C,Warehouse 1,Pending,576,3761,3944.620211,True,28,False,66611.49103,2208.0,6673
07-09-2024,East,Furniture,Supplier D,Warehouse 1,Fulfilled,849,655,10128.47898,True,29,False,92179.92622,2790.0,6055
06-09-2024,South,Accessories,Supplier D,Warehouse 2,Fulfilled,607,4925,1611.024829,False,5,True,13017.56145,3094.0,8499
05-09-2024,South,Electronics,Supplier C,Warehouse 1,Fulfilled,760,1263,11099.65006,False,16,False,46274.08536,2360.0,6229
04-09-2024,West,Furniture,Supplier A,Warehouse 1,Fulfilled,366,3457,4501.258008,True,24,False,64864.41251,4136.0,6859
03-09-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,191,4815,7713.98819,True,7,False,37342.86956,2656.0,9897
02-09-2024,North,Clothing,Supplier B,Warehouse 2,Pending,648,497,3174.310263,True,20,False,109715.4945,1067.0,6696
01-09-2024,West,Clothing,Supplier A,Warehouse 2,Pending,386,1637,4532.62643,True,10,True,39366.13694,2121.5,7568
31-08-2024,West,Accessories,Supplier D,Warehouse 3,Fulfilled,961,2606,5267.02185,True,7,False,186753.4751,3349.5,9777
30-08-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,445,4093,10249.24694,True,2,False,68134.22674,4014.5,8362
29-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,759,3936,4828.149922,True,25,False,70162.05481,2051.5,7710
28-08-2024,East,Furniture,Supplier A,Warehouse 3,Fulfilled,767,167,1689.155748,False,1,False,54937.35098,1638.5,5715
27-08-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,792,3110,4710.247338,True,17,False,127111.0133,1966.5,5995
26-08-2024,South,Accessories,Supplier D,Warehouse 1,Fulfilled,511,823,13220.99117,True,14,False,102041.5579,611.5,6244
25-08-2024,West,Furniture,Supplier B,Warehouse 3,Fulfilled,804,400,10498.95445,True,26,False,148799.5569,1846.0,7302
24-08-2024,West,Electronics,Supplier B,Warehouse 2,Fulfilled,153,3292,3551.665247,True,5,False,7107.289579,4012.5,8091
23-08-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,710,4733,6986.582961,True,10,False,19048.51639,4563.5,7181
22-08-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,501,4394,2972.801709,True,13,False,40105.39087,2925.5,8978
21-08-2024,West,Furniture,Supplier B,Warehouse 1,Pending,748,1457,11787.2119,True,5,False,62596.01312,2871.0,5983
20-08-2024,East,Clothing,Supplier A,Warehouse 3,Pending,449,4285,2040.855619,True,18,False,58558.66309,3549.0,9469
19-08-2024,North,Furniture,Supplier C,Warehouse 2,Pending,172,2813,11710.93153,True,1,False,12421.25652,2135.0,7884
18-08-2024,West,Clothing,Supplier A,Warehouse 3,Fulfilled,926,1457,14685.79671,True,3,False,110317.8901,2430.5,7109
17-08-2024,West,Accessories,Supplier B,Warehouse 3,Pending,529,3404,8582.894024,True,27,False,39211.61302,3323.0,8288
16-08-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,712,3242,8152.549947,True,6,False,118364.3837,3792.5,5591
15-08-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,244,4343,9266.324599,True,11,False,7498.753031,3824.0,7565
14-08-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,343,3305,13671.03455,True,16,False,66987.21334,3993.5,5350
13-08-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,579,4682,13807.70346,True,24,False,93554.13015,4005.0,5526
12-08-2024,North,Clothing,Supplier D,Warehouse 3,Fulfilled,197,3328,11027.88923,True,29,False,18921.09649,2958.5,7155
11-08-2024,West,Electronics,Supplier C,Warehouse 2,Pending,213,2589,14050.83356,True,13,False,13990.60162,1416.0,6398
10-08-2024,East,Accessories,Supplier C,Warehouse 2,Canceled,990,243,9024.583711,True,24,False,162451.7952,1427.0,6658
09-08-2024,South,Accessories,Supplier B,Warehouse 2,Fulfilled,978,2611,8535.72094,True,8,False,93982.45512,1931.5,7375
08-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,145,1252,1303.77834,False,16,False,23523.3427,1282.0,6930
07-08-2024,South,Furniture,Supplier D,Warehouse 1,Fulfilled,778,1312,5409.862822,False,22,False,26810.37479,2957.5,6751
06-08-2024,South,Clothing,Supplier C,Warehouse 3,Canceled,489,4603,12179.2611,False,17,False,58604.13821,3526.0,9848
05-08-2024,West,Accessories,Supplier A,Warehouse 2,Canceled,405,2449,5444.01517,True,26,False,39236.06843,1809.0,5050
04-08-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,897,1169,12054.49277,True,18,False,169762.7434,2485.0,9804
03-08-2024,South,Clothing,Supplier A,Warehouse 2,Pending,688,3801,8973.740863,True,5,True,61979.33441,3842.0,5951
02-08-2024,South,Accessories,Supplier A,Warehouse 3,Pending,255,3883,8174.377998,False,18,False,13949.64828,3704.5,5941
01-08-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,71,3526,5701.541783,True,17,False,13084.31891,2145.5,9600
31-07-2024,South,Furniture,Supplier A,Warehouse 2,Fulfilled,469,765,5741.563672,True,6,False,34498.89759,2763.5,9754
30-07-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,734,4762,7380.893077,True,28,False,69825.18731,2752.0,7179
29-07-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,85,742,3279.234123,True,10,False,11573.38963,1860.0,5706
28-07-2024,East,Furniture,Supplier A,Warehouse 2,Fulfilled,503,2978,1644.482898,True,28,False,10453.3119,3422.5,9639
27-07-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,199,3867,8929.154786,True,26,False,5647.11729,4119.5,5082
26-07-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,381,4372,12871.04928,True,29,False,7865.348009,4420.0,8978
25-07-2024,East,Furniture,Supplier B,Warehouse 3,Fulfilled,363,4468,7072.378181,True,29,False,53877.60371,2677.0,9221
24-07-2024,South,Furniture,Supplier D,Warehouse 3,Fulfilled,177,886,2196.254173,True,17,False,6013.351864,1921.5,8187
23-07-2024,East,Electronics,Supplier A,Warehouse 3,Pending,723,2957,7043.635069,True,7,False,62349.57795,3129.5,7209
22-07-2024,East,Furniture,Supplier C,Warehouse 3,Pending,959,3302,4692.482417,True,24,False,67386.7723,2559.0,9596
21-07-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,777,1816,1145.38107,True,1,False,128278.6517,3051.5,8647
20-07-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,707,4287,6559.317951,False,12,False,108119.4703,2270.0,6768
19-07-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,918,253,6084.038783,True,24,False,59833.00687,765.0,8977
18-07-2024,West,Electronics,Supplier B,Warehouse 3,Fulfilled,895,1277,12132.6131,True,10,False,42767.68113,3100.5,6139
17-07-2024,East,Furniture,Supplier B,Warehouse 2,Fulfilled,671,4924,11565.67584,True,21,False,79146.32059,3964.5,8566
16-07-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,955,3005,5140.82254,True,29,False,153613.8142,3865.5,7607
15-07-2024,East,Furniture,Supplier A,Warehouse 1,Fulfilled,966,4726,4475.378546,True,19,False,162059.7672,3560.0,8877
14-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,329,2394,1901.28847,True,11,False,27545.04296,1745.0,6849
13-07-2024,South,Furniture,Supplier A,Warehouse 1,Pending,920,1096,10602.94482,True,25,False,113958.1323,675.0,8236
12-07-2024,West,Furniture,Supplier C,Warehouse 3,Fulfilled,174,254,13591.58634,True,23,False,31139.29982,1815.0,6561
11-07-2024,South,Electronics,Supplier C,Warehouse 1,Canceled,389,3376,14432.02655,True,15,True,53822.93277,4065.0,7785
10-07-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,205,4754,9434.652996,True,25,False,6289.580717,2794.0,6566
09-07-2024,West,Accessories,Supplier A,Warehouse 2,Fulfilled,662,834,730.8438753,True,24,True,92812.3343,545.0,9189
08-07-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,573,256,1977.430433,True,21,False,110012.0962,1930.0,8241
07-07-2024,West,Furniture,Supplier B,Warehouse 1,Fulfilled,576,3604,6988.791901,True,11,False,28526.70624,3394.5,9962
06-07-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,334,3185,1646.602304,True,19,False,49558.72659,2702.5,8323
05-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,243,2220,11586.23982,True,1,False,48225.22219,1936.0,9833
04-07-2024,North,Accessories,Supplier B,Warehouse 1,Fulfilled,127,1652,13804.40097,False,8,False,17792.49585,1154.0,6349
03-07-2024,East,Furniture,Supplier D,Warehouse 3,Pending,618,656,14464.8649,True,1,False,95659.56705,1452.0,8404
02-07-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,720,2248,509.0989911,True,6,False,73480.29842,3071.5,9802
01-07-2024,West,Electronics,Supplier B,Warehouse 2,Canceled,435,3895,4804.987277,False,25,False,86766.8073,2245.0,8226
30-06-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,972,595,4279.789787,True,28,False,121790.1564,1508.0,5524
29-06-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,457,2421,12317.72209,True,23,False,74981.79755,1716.5,9116
28-06-2024,North,Clothing,Supplier D,Warehouse 2,Fulfilled,725,1012,10204.35404,True,23,True,93286.33664,848.5,6194
27-06-2024,South,Furniture,Supplier C,Warehouse 3,Pending,685,685,8052.791587,True,19,False,19688.26832,468.0,9268
26-06-2024,East,Clothing,Supplier A,Warehouse 3,Fulfilled,484,251,13063.54042,True,8,False,60581.44576,637.5,5560
25-06-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,370,1024,11157.87916,True,26,False,10145.12186,2957.0,6933
24-06-2024,East,Accessories,Supplier A,Warehouse 3,Fulfilled,627,4890,3494.748858,True,18,False,68605.47497,3849.0,7655
23-06-2024,South,Furniture,Supplier A,Warehouse 1,Pending,109,2808,14049.09314,True,28,False,16287.43411,2136.0,9665
22-06-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,88,1464,9523.393197,True,4,False,14100.84806,1651.0,5092
21-06-2024,East,Furniture,Supplier A,Warehouse 2,Pending,837,1838,2232.008817,False,1,False,108880.1223,2469.5,5071
20-06-2024,West,Electronics,Supplier D,Warehouse 3,Fulfilled,737,3101,954.4686985,False,27,False,122611.6022,3732.0,6220
19-06-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,787,4363,4360.356772,True,29,False,66783.09237,2790.0,8658
18-06-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,554,1217,8981.497963,True,3,False,16464.80942,1866.0,8977
17-06-2024,North,Accessories,Supplier A,Warehouse 2,Fulfilled,913,2515,11556.74355,True,19,False,169670.2164,3413.5,9605
16-06-2024,North,Furniture,Supplier A,Warehouse 2,Canceled,571,4312,9824.384406,True,23,False,109510.083,3647.5,8006
15-06-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,250,2983,1714.969102,True,22,False,8979.69143,3401.5,7543
14-06-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,907,3820,9312.78736,False,7,False,169352.7466,2630.5,5926
13-06-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,637,1441,3589.012138,True,15,False,94545.02095,1792.0,6908
12-06-2024,South,Clothing,Supplier B,Warehouse 3,Pending,122,2143,12969.14036,True,17,False,13737.97294,1565.5,7267
11-06-2024,South,Electronics,Supplier B,Warehouse 3,Pending,473,988,8279.621322,True,9,False,35363.53096,2144.5,6883
10-06-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,61,3301,12378.89608,True,17,False,4196.271632,2838.5,7427
09-06-2024,East,Clothing,Supplier B,Warehouse 3,Fulfilled,371,2376,5189.921399,True,25,False,21648.1836,3649.5,5711
08-06-2024,South,Clothing,Supplier B,Warehouse 1,Fulfilled,650,4923,3547.783546,True,2,False,34559.01391,4863.5,7720
07-06-2024,East,Clothing,Supplier A,Warehouse 1,Canceled,523,4804,11600.37886,True,19,False,94670.41752,4682.5,8147
06-06-2024,South,Furniture,Supplier A,Warehouse 2,Pending,209,4561,2320.940489,True,21,False,13044.92876,2502.0,8099
05-06-2024,East,Furniture,Supplier D,Warehouse 3,Pending,211,443,10176.31182,True,27,False,29524.9398,2533.5,8944
04-06-2024,West,Clothing,Supplier A,Warehouse 1,Pending,385,4624,12363.11093,True,16,False,71624.78784,4430.0,9805
03-06-2024,South,Electronics,Supplier B,Warehouse 3,Canceled,602,4236,10848.74075,True,14,False,97970.36412,3786.5,6110
02-06-2024,West,Clothing,Supplier D,Warehouse 2,Fulfilled,332,3337,13596.26502,True,11,False,61986.28376,3312.5,5359
01-06-2024,South,Furniture,Supplier C,Warehouse 2,Fulfilled,412,3288,14323.0874,True,6,False,32152.54272,3955.0,9754
31-05-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,803,4622,5454.28132,False,4,False,150687.7639,3472.5,6387
30-05-2024,East,Accessories,Supplier A,Warehouse 3,Pending,517,2323,9190.699513,True,2,False,88421.91558,3309.5,6048
29-05-2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,234,4296,1217.933131,True,10,False,8859.521103,3490.0,8875
28-05-2024,South,Electronics,Supplier D,Warehouse 2,Fulfilled,583,2684,708.4078008,True,3,False,90371.43536,2452.5,9695
27-05-2024,East,Electronics,Supplier B,Warehouse 3,Fulfilled,286,2221,10669.77162,True,20,False,12400.15978,1656.5,5823
26-05-2024,South,Electronics,Supplier A,Warehouse 1,Fulfilled,769,1092,4237.788079,True,19,False,85964.85601,1843.0,9165
25-05-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,295,2594,7788.136677,True,24,False,44460.27137,3183.0,7008
24-05-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,470,3772,8278.820672,True,16,False,37860.33229,2966.0,5006
23-05-2024,West,Accessories,Supplier D,Warehouse 2,Fulfilled,352,2160,14751.47171,True,27,False,39102.45808,3497.0,5948
22-05-2024,East,Clothing,Supplier A,Warehouse 1,Pending,603,4834,6295.04103,False,8,False,41768.47441,2531.5,5316
