Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
23-08-2024,North,Furniture,supplier d,Warehouse 3,Fulfilled,710.0,4733.0,"$6,986.58",True,10.0,,19048.51639,4563.5,
22-08-2024,Suth,Electronics,Supplier D,Warehouse 1,fulfilled,501.0,4394.0,"$2,972.80",True,13.0,False,40105.39087,2925.5,8978.0
21-08-2024,West,Furniture,Supplier B,Warehouse 1,Pending,-99.0,1457.0,"$11,787.21",True,5.0,False,62596.01312,2871.0,5983.0
20-08-2024,East,clothing,Supplier A,Warehouse 3,Pending,449.0,4285.0,"$2,040.86",True,18.0,False,58558.66309,3549.0,9469.0
19-08-2024,,  Furniture ,supplier c,,Pending,172.0,2813.0,"$11,710.93",True,1.0,False,12421.25652,2135.0,7884.0
18-08-2024,West,Clothing,Supplier A,warehouse 3,Fulfilled,926.0,1457.0,"$14,685.80",True,3.0,False,110317.8901,2430.5,7109.0
17-08-2024,West,Accessories,  Supplier B ,Warehouse 3,Pending,,3404.0,"$8,582.89",True,27.0,False,39211.61302,3323.0,8288.0
16-08-2024,West,Furniture,Supplier B,Warehouse 2,fulfilled,712.0,3242.0,"$8,152.55",True,6.0,False,118364.3837,3792.5,5591.0
15-08-2024,North,Furniture,Supplier B,Warehouse 3,  Fulfilled ,244.0,4343.0,"$9,266.32",True,11.0,False,7498.753031,3824.0,7565.0
14-08-2024,West,  Clothing ,Supplier B,warehouse 1,Fulfilled,343.0,3305.0,"$13,671.03",True,16.0,False,66987.21334,3993.5,5350.0
13-08-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,579.0,4682.0,"$13,807.70",True,24.0,False,93554.13015,4005.0,5526.0
12-08-2024,North,Clothing,  Supplier D ,Warehouse 3,Fulfilled,197.0,3328.0,"$11,027.89",True,29.0,False,18921.09649,2958.5,7155.0
11-08-2024,West,Electronics,  Supplier C ,,Pending,-99.0,2589.0,"$14,050.83",True,13.0,False,13990.60162,1416.0,6398.0
10-08-2024,East,accessories,Supplier C,Warehouse 2,,990.0,243.0,"$9,024.58",True,24.0,False,162451.7952,1427.0,6658.0
09-08-2024,South,Accessories,Supplier B,Warehouse 2,Fulfilled,978.0,2611.0,"$8,535.72",True,8.0,False,93982.45512,1931.5,7375.0
08-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,145.0,1252.0,"$1,303.78",False,16.0,False,23523.3427,1282.0,6930.0
08/07/2024,south,Furniture,supplier d,,Fulfilled,778.0,1312.0,"$5,409.86",False,,,,2957.5,6751.0
06-08-2024,South,Clothing,Supplier C,Warehouse 3,Canceled,,4603.0,"$12,179.26",False,17.0,,58604.13821,3526.0,9848.0
05-08-2024,West,  Accessories ,Supplier A,  Warehouse 2 ,Canceled,405.0,2449.0,"$5,444.02",True,26.0,False,39236.06843,1809.0,5050.0
08/04/2024,North,  Accessories ,Supplier D,Warehouse 3,Fulfilled,897.0,1169.0,"$12,054.49",True,18.0,False,169762.7434,,9804.0
03-08-2024,South,Clothing,Supplier A,Warehouse 2,Pending,688.0,3801.0,"$8,973.74",True,5.0,True,61979.33441,3842.0,5951.0
08/02/2024,South,Accessories,Supplier A,  Warehouse 3 ,Pending,255.0,3883.0,"$8,174.38",False,18.0,False,13949.64828,3704.5,5941.0
01-08-2024,south,Accessories,Supplier A,Warehouse 3,Fulfilled,71.0,3526.0,"$5,701.54",True,17.0,False,13084.31891,2145.5,9600.0
31-07-2024,Suth,Furniture,Supplier A,warehouse 2,Fulfilled,469.0,765.0,"$5,741.56",True,6.0,False,34498.89759,2763.5,9754.0
30-07-2024,  North ,Clothing,Supplier D,,Fulfilled,734.0,4762.0,"$7,380.89",True,28.0,False,69825.18731,2752.0,7179.0
29-07-2024,South,Accessories,  Supplier C ,Warehouse 2,Fulfilled,85.0,742.0,"$3,279.23",True,10.0,False,,1860.0,
,  East ,Furniture,Supplier A,,Fulfilled,503.0,2978.0,,True,28.0,False,10453.3119,3422.5,9639.0
27-07-2024,South,Accessories,,warehouse 2,Fulfilled,199.0,3867.0,"$8,929.15",True,26.0,False,5647.11729,4119.5,5082.0
26-07-2024,North,,Supplier C,Warehouse 2,Fulfilled,381.0,4372.0,"$12,871.05",True,,False,7865.348009,4420.0,8978.0
07/25/2024,  East ,Furniture,Supplier B,Warehouse 3,  fulfilled ,363.0,4468.0,"$7,072.38",True,29.0,False,53877.60371,2677.0,9221.0
24-07-2024,South,Furniture,  supplier d ,Warehouse 3,Fulfilled,177.0,886.0,"$2,196.25",True,17.0,False,6013.351864,1921.5,8187.0
23-07-2024,East,Electronics,Supplier A,Warehouse 3,Pending,723.0,2957.0,"$7,043.64",True,7.0,False,62349.57795,3129.5,7209.0
22-07-2024,East,Furniture,  Supplier C ,Warehouse 3,Pending,959.0,3302.0,"$4,692.48",True,24.0,False,67386.7723,2559.0,9596.0
21-07-2024,West,  Electronics ,Supplier A,Warehouse 3,Fulfilled,777.0,1816.0,"$1,145.38",True,1.0,False,128278.6517,3051.5,8647.0
20-07-2024,South,Clothing,Supplier A,  Warehouse 2 ,Fulfilled,707.0,4287.0,"$6,559.32",False,12.0,False,108119.4703,2270.0,6768.0
19-07-2024,,Accessories,Supplier C,,  Fulfilled ,918.0,253.0,"$6,084.04",True,24.0,False,59833.00687,765.0,8977.0
18-07-2024,West,Electronics,Supplier B,Warehouse 3,Fulfilled,895.0,1277.0,"$12,132.61",True,10.0,False,42767.68113,3100.5,6139.0
17-07-2024,east,Furniture,Supplier B,Warehouse 2,Fulfilled,671.0,4924.0,"$11,565.68",True,21.0,False,79146.32059,3964.5,8566.0
16-07-2024,East,Furniture,Supplier D,warehouse 3,Fulfilled,955.0,3005.0,"$5,140.82",True,29.0,False,153613.8142,,7607.0
15-07-2024,East,Furniture,Supplier A,Warehouse 1,Fulfilled,966.0,4726.0,"$4,475.38",True,19.0,False,162059.7672,3560.0,
14-07-2024,West,Accessories,Supplier C,Warehouse 3,  Fulfilled ,329.0,2394.0,"$1,901.29",True,11.0,False,27545.04296,1745.0,6849.0
13-07-2024,South,,Supplier A,  Warehouse 1 ,Pending,920.0,1096.0,"$10,602.94",True,999.0,False,113958.1323,,8236.0
07/12/2024,  West ,Furniture,Supplier C,Warehouse 3,Fulfilled,174.0,254.0,"$13,591.59",True,,False,31139.29982,1815.0,6561.0
11-07-2024,South,electronics,  Supplier C ,Warehouse 1,  Canceled ,389.0,,"$14,432.03",True,15.0,True,53822.93277,4065.0,7785.0
10-07-2024,west,Electronics,Supplier A,warehouse 2,Fulfilled,205.0,4754.0,"$9,434.65",True,25.0,False,6289.580717,2794.0,6566.0
09-07-2024,West,,Supplier A,  Warehouse 2 ,Fulfilled,662.0,834.0,$730.84,True,24.0,True,92812.3343,545.0,9189.0
08-07-2024,North,  Electronics ,Supplier B,Warehouse 1,  Fulfilled ,573.0,256.0,"$1,977.43",True,21.0,False,110012.0962,1930.0,8241.0
07/07/2024,West,Furniture,Supplier B,Warehouse 1,,576.0,3604.0,"$6,988.79",True,11.0,False,28526.70624,3394.5,9962.0
06-07-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,334.0,3185.0,"$1,646.60",True,19.0,False,49558.72659,2702.5,8323.0
05-07-2024,West,  Accessories ,Supplier C,Warehouse 3,Fulfilled,243.0,2220.0,"$11,586.24",True,,False,48225.22219,1936.0,9833.0
04-07-2024,North,accessories,Supplier B,Warehouse 1,Fulfilled,127.0,1652.0,,False,8.0,False,,1154.0,6349.0
07/03/2024,East,Furniture,Supplier D,Warehouse 3,Pending,618.0,656.0,"$14,464.86",,1.0,False,95659.56705,,8404.0
02-07-2024,south,Furniture,Supplier B,Warehouse 3,Fulfilled,720.0,2248.0,$509.10,True,6.0,False,73480.29842,,
07/01/2024,West,Electronics,Supplier B,Warehouse 2,Canceled,435.0,3895.0,"$4,804.99",False,,False,86766.8073,2245.0,
30-06-2024,North,accessories,Supplier A,Warehouse 3,Fulfilled,972.0,595.0,"$4,279.79",True,28.0,False,121790.1564,1508.0,5524.0
,West,Clothing,Supplier B,Warehouse 1,Fulfilled,457.0,,"$12,317.72",,23.0,False,74981.79755,1716.5,9116.0
28-06-2024,North,Clothing,Supplier D,Warehouse 2,Fulfilled,725.0,1012.0,"$10,204.35",True,23.0,True,93286.33664,848.5,6194.0
06/27/2024,South,Furniture,supplier c,  Warehouse 3 ,pending,685.0,685.0,,True,19.0,False,19688.26832,468.0,9268.0
26-06-2024,east,,Supplier A,Warehouse 3,fulfilled,484.0,251.0,"$13,063.54",True,8.0,False,60581.44576,637.5,5560.0
25-06-2024,South,Clothing,Supplier C,Warehouse 3,  Fulfilled ,370.0,1024.0,"$11,157.88",True,26.0,False,,2957.0,6933.0
24-06-2024,  East ,Accessories,  Supplier A ,Warehouse 3,Fulfilled,627.0,4890.0,"$3,494.75",True,18.0,False,68605.47497,3849.0,7655.0
23-06-2024,,Furniture,Supplier A,Warehouse 1,Pending,109.0,2808.0,"$14,049.09",True,28.0,False,16287.43411,2136.0,9665.0
06/22/2024,North,furniture,Supplier A,Warehouse 1,,88.0,1464.0,,True,4.0,False,14100.84806,1651.0,5092.0
21-06-2024,East,  furniture ,  Supplier A ,  warehouse 2 ,Pending,837.0,1838.0,"$2,232.01",False,1.0,False,108880.1223,2469.5,5071.0
20-06-2024,West,Electronics,Supplier D,Warehouse 3,Fulfilled,737.0,3101.0,$954.47,False,27.0,False,122611.6022,3732.0,6220.0
19-06-2024,,Accessories,  supplier a ,Warehouse 3,Fulfilled,787.0,4363.0,"$4,360.36",True,29.0,False,66783.09237,2790.0,
18-06-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,554.0,1217.0,"$8,981.50",True,3.0,False,16464.80942,1866.0,8977.0
17-06-2024,Northh,Accessories,Supplier A,  Warehouse 2 ,fulfilled,-99.0,2515.0,"$11,556.74",True,19.0,False,169670.2164,3413.5,9605.0
16-06-2024,North,,Supplier A,Warehouse 2,Canceled,571.0,4312.0,"$9,824.38",True,23.0,False,109510.083,3647.5,8006.0
15-06-2024,  West ,Furniture,Supplier C,Warehouse 1,fulfilled,250.0,2983.0,"$1,714.97",True,22.0,False,8979.69143,3401.5,7543.0
06/14/2024,North,Clothing,Supplier B,,Fulfilled,907.0,,"$9,312.79",False,7.0,False,169352.7466,2630.5,5926.0
13-06-2024,,Clothing,Supplier D,Warehouse 3,Fulfilled,637.0,,,True,15.0,False,94545.02095,1792.0,6908.0
,South,Clothing,,Warehouse 3,Pending,122.0,2143.0,"$12,969.14",True,17.0,False,13737.97294,1565.5,7267.0
,South,Electronics,Supplier B,,Pending,473.0,988.0,"$8,279.62",True,9.0,False,35363.53096,2144.5,6883.0
10-06-2024,east,Accessories,Supplier D,warehouse 2,Fulfilled,61.0,3301.0,"$12,378.90",True,17.0,False,4196.271632,2838.5,7427.0
09-06-2024,East,Clothing,Supplier B,Warehouse 3,Fulfilled,371.0,2376.0,"$5,189.92",True,25.0,False,21648.1836,,5711.0
08-06-2024,South,,Supplier B,Warehouse 1,Fulfilled,650.0,4923.0,"$3,547.78",True,2.0,False,34559.01391,4863.5,7720.0
07-06-2024,east,,Supplier A,Warehouse 1,  canceled ,523.0,4804.0,"$11,600.38",True,19.0,False,94670.41752,4682.5,8147.0
06-06-2024,south,furniture,Supplier A,warehouse 2,Pending,209.0,4561.0,"$2,320.94",True,21.0,False,13044.92876,2502.0,8099.0
06/05/2024,East,,Supplier D,Warehouse 3,Pending,211.0,443.0,"$10,176.31",True,27.0,,,2533.5,
04-06-2024,West,Clothing,supplier a,Warehouse 1,Pending,385.0,4624.0,"$12,363.11",True,16.0,False,71624.78784,4430.0,9805.0
03-06-2024,South,Electronics,Supplier B,Warehouse 3,canceled,602.0,,"$10,848.74",True,14.0,False,97970.36412,3786.5,6110.0
06/02/2024,West,Clothing,Supplier D,  Warehouse 2 ,  Fulfilled ,332.0,3337.0,"$13,596.27",True,11.0,False,61986.28376,3312.5,5359.0
01-06-2024,South,Furniture,Supplier C,Warehouse 2,  Fulfilled ,412.0,3288.0,"$14,323.09",True,6.0,,32152.54272,3955.0,9754.0
,West,Accessories,Supplier C,Warehouse 3,Fulfilled,803.0,4622.0,"$5,454.28",False,4.0,False,150687.7639,3472.5,6387.0
30-05-2024,East,  Accessories ,  Supplier A ,Warehouse 3,Pending,517.0,2323.0,"$9,190.70",True,2.0,False,88421.91558,3309.5,6048.0
05/29/2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,234.0,4296.0,"$1,217.93",True,10.0,False,8859.521103,3490.0,8875.0
05/28/2024,South,Electronics,Supplier D,Warehouse 2,Fulfilled,583.0,2684.0,$708.41,True,3.0,False,90371.43536,2452.5,9695.0
05/27/2024,East,Electrnx,Supplier B,Warehouse 3,Fulfilled,286.0,2221.0,"$10,669.77",True,20.0,False,12400.15978,1656.5,5823.0
05/26/2024,South,Electronics,supplier a,Warehouse 1,Fulfilled,769.0,,"$4,237.79",True,19.0,False,85964.85601,1843.0,9165.0
25-05-2024,North,Electronics,,  Warehouse 1 ,Fulfilled,295.0,2594.0,"$7,788.14",True,24.0,,44460.27137,3183.0,7008.0
24-05-2024,south,  clothing ,  Supplier C ,Warehouse 2,Fulfilled,,3772.0,"$8,278.82",True,16.0,False,37860.33229,2966.0,5006.0
23-05-2024,  West ,Accessories,Supplier D,Warehouse 2,Fulfilled,352.0,2160.0,"$14,751.47",True,,False,39102.45808,3497.0,5948.0
22-05-2024,East,Clothing,Supplier A,Warehouse 1,Pending,603.0,4834.0,"$6,295.04",False,,False,41768.47441,2531.5,5316.0
05/21/2024,,Furniture,Supplier D,  Warehouse 2 ,Pending,423.0,,"$4,466.36",True,,False,36247.84027,897.0,8821.0
20-05-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,410.0,1565.0,"$14,491.46",True,29.0,False,9448.795148,3129.0,9948.0
19-05-2024,East,  Furniture ,Supplier D,Warehouse 3,Fulfilled,894.0,4693.0,"$5,966.61",True,18.0,False,85317.49801,3513.5,6652.0
18-05-2024,West,Furniture,Supplier B,  Warehouse 2 ,Pending,786.0,2334.0,"$8,727.93",True,19.0,False,64820.21323,2999.5,9887.0
17-05-2024,North,Furniture,Supplier A,,,857.0,3665.0,"$3,151.95",False,27.0,False,30074.04046,3834.0,8103.0
16-05-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,347.0,4003.0,"$14,142.71",True,25.0,False,67444.46798,2193.0,
05/15/2024,East,Electronics,Supplier B,Warehouse 1,fulfilled,493.0,383.0,"$2,643.86",True,15.0,,49947.56321,574.5,6755.0
14-05-2024,West,Accessories,Supplier B,Warehouse 3,fulfilled,827.0,766.0,"$14,539.03",True,27.0,False,112952.0604,2767.5,8987.0
05/13/2024,  North ,Electronics,Supplier B,warehouse 2,Fulfilled,430.0,4769.0,"$8,359.39",True,24.0,False,54198.9254,4233.5,
12-05-2024,West,,Supplier C,Warehouse 3,  Pending ,145.0,3698.0,"$3,648.00",True,27.0,False,12890.93144,3199.0,5554.0
05/11/2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,842.0,2700.0,"$12,298.80",False,6.0,True,74376.85428,1759.5,7264.0
10-05-2024,East,Accessories,Supplier C,Warehouse 3,Fulfilled,845.0,819.0,"$3,626.34",True,26.0,False,80133.17917,2535.0,9158.0
05/09/2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,727.0,4251.0,"$5,451.31",True,5.0,False,94002.04587,,7182.0
08-05-2024,South,Furniture,Supplier A,,Canceled,645.0,4178.0,"$10,493.13",True,17.0,False,90932.48882,3199.5,6589.0
05/07/2024,North,Accessories,Supplier B,Warehouse 2,Pending,79.0,2221.0,"$10,249.05",True,6.0,False,8305.789555,2744.5,
05/06/2024,North,,Supplier C,Warehouse 1,fulfilled,743.0,3268.0,"$1,669.71",True,10.0,False,99245.9873,2018.5,9347.0
05-05-2024,west,Clothing,Supplier B,Warehouse 1,Fulfilled,365.0,769.0,"$1,038.14",True,19.0,False,64325.26415,2595.0,5729.0
04-05-2024,North,Accessories,supplier c,Warehouse 1,Fulfilled,947.0,4421.0,"$8,043.36",True,29.0,False,168113.3059,3841.0,5742.0
05/03/2024,North,Electronics,,Warehouse 3,  Fulfilled ,705.0,3261.0,"$2,519.88",True,10.0,False,44338.71883,2995.5,7585.0
05/02/2024,West,,supplier b,Warehouse 1,Canceled,866.0,2730.0,"$12,740.70",True,29.0,False,61425.86691,2955.5,6623.0
,East,Accessories,Supplier D,Warehouse 2,Fulfilled,-99.0,3181.0,"$2,178.52",True,10.0,False,16743.80146,3227.5,6692.0
30-04-2024,South,electronics,Supplier A,Warehouse 2,Fulfilled,930.0,3274.0,"$2,443.36",True,999.0,False,136680.7057,2969.5,7071.0
29-04-2024,North,Furniture,Supplier D,Warehouse 2,Pending,844.0,2665.0,"$9,544.28",True,10.0,False,42146.0735,2262.0,5851.0
28-04-2024,South,Electronics,Supplier C,Warehouse 2,fulfilled,539.0,1859.0,"$13,535.85",True,27.0,False,59513.31265,1581.0,7427.0
,North,,Supplier A,Warehouse 1,Canceled,244.0,1303.0,"$9,679.73",True,22.0,False,35633.42782,2523.5,5729.0
04/26/2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,61.0,3744.0,"$2,263.28",True,29.0,True,11941.86057,2230.0,8910.0
04/25/2024,west,accessories,Supplier B,Warehouse 3,Fulfilled,244.0,716.0,$956.94,True,,False,44005.11102,1371.0,7739.0
04/24/2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,542.0,2026.0,"$11,259.33",True,29.0,False,,2620.0,6368.0
23-04-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,380.0,3214.0,"$9,926.64",True,4.0,False,54175.51191,,8897.0
04/22/2024,West,  nan ,Supplier D,  Warehouse 3 ,Fulfilled,220.0,2741.0,"$14,713.79",True,27.0,False,38107.81246,2460.0,7788.0
21-04-2024,North,Furniture,Supplier B,  Warehouse 3 ,  Fulfilled ,867.0,2179.0,"$6,415.10",,5.0,False,96185.64413,2420.5,7524.0
04/20/2024,West,Electronics,Supplier B,Warehouse 3,Pending,345.0,2662.0,"$12,943.01",True,,False,36589.82487,,5035.0
,East,Electronics,Supplier D,Warehouse 3,Fulfilled,459.0,3834.0,,True,20.0,False,69356.51143,3331.0,8326.0
18-04-2024,West,Electronics,Supplier D,Warehouse 2,fulfilled,580.0,2828.0,"$4,398.43",,5.0,False,78892.39334,1736.5,5349.0
,east,Accessories,Supplier A,warehouse 2,Pending,157.0,645.0,"$4,842.14",True,5.0,False,23569.18247,1602.5,6436.0
16-04-2024,West,Electronics,Supplier B,Warehouse 2,Pending,821.0,2560.0,"$10,684.88",True,6.0,False,158581.0578,2393.0,9102.0
15-04-2024,North,Clothing,Supplier D,Warehouse 1,Canceled,841.0,2226.0,"$2,002.73",True,2.0,False,81520.48219,2972.0,8290.0
14-04-2024,west,Accessories,Supplier C,Warehouse 2,,667.0,3718.0,"$5,808.64",True,12.0,,115524.3658,3521.5,7578.0
,North,  Furniture ,Supplier D,Warehouse 1,Fulfilled,435.0,,"$13,913.44",True,9.0,False,25283.8843,2391.0,9508.0
12-04-2024,North,electronics,Supplier B,Warehouse 1,Canceled,-99.0,1457.0,"$3,498.57",True,2.0,True,96996.74559,2674.0,5204.0
,west,Accessories,Supplier D,Warehouse 3,Pending,667.0,3891.0,"$1,102.62",True,19.0,True,99369.42999,2398.0,5704.0
10-04-2024,,Clothing,Supplier C,Warehouse 1,Fulfilled,230.0,905.0,,True,4.0,False,14736.3574,2849.5,8224.0
09-04-2024,West,Furniture,  Supplier B ,Warehouse 3,Fulfilled,608.0,4794.0,"$12,761.81",False,29.0,False,85177.31132,3242.0,9073.0
,North,Furniture,,  Warehouse 1 ,,370.0,1690.0,"$12,107.77",True,25.0,False,73054.73428,2465.0,8321.0
07-04-2024,  South ,accessories,Supplier C,Warehouse 3,  Fulfilled ,397.0,3240.0,"$14,941.91",False,26.0,False,61079.70537,3810.0,9819.0
04/06/2024,North,Furniture,  Supplier D ,Warehouse 2,Pending,274.0,4380.0,,True,27.0,True,28212.61252,2591.5,7647.0
05-04-2024,South,Furniture,Supplier C,Warehouse 3,  nan ,770.0,803.0,"$3,700.14",True,13.0,False,27285.09566,734.5,7358.0
04/04/2024,East,Accessories,Supplier C,Warehouse 1,Fulfilled,656.0,,"$6,400.03",True,25.0,False,93411.86702,1717.0,6263.0
03-04-2024,East,Electronics,supplier a,Warehouse 3,Canceled,957.0,2768.0,$857.71,True,4.0,False,108718.567,1707.5,7457.0
02-04-2024,west,,Supplier A,  Warehouse 2 ,Fulfilled,355.0,647.0,"$7,882.79",,9.0,False,8483.300975,,
01-04-2024,,Clothing,Supplier B,Warehouse 2,Fulfilled,928.0,126.0,"$1,956.63",True,7.0,False,49898.53953,646.5,9501.0
31-03-2024,East,furniture,Supplier A,  Warehouse 2 ,Fulfilled,459.0,1167.0,"$6,483.83",True,11.0,False,44116.36921,2592.5,
30-03-2024,North,Clothing,Supplier B,  Warehouse 2 ,Fulfilled,376.0,4018.0,$570.59,,21.0,False,8428.462895,4302.0,5227.0
03/29/2024,South,Furniture,Supplier B,Warehouse 1,Fulfilled,53.0,4586.0,"$14,606.24",True,21.0,False,1981.091566,3927.0,8483.0
28-03-2024,South,Clothing,Supplier C,Warehouse 3,  Fulfilled ,390.0,3268.0,"$7,454.56",True,23.0,False,18156.17316,2134.5,7785.0
27-03-2024,South,Clothing,Supplier C,  nan ,Fulfilled,936.0,1001.0,"$4,696.83",True,18.0,False,74838.25314,1161.0,8915.0
26-03-2024,South,Furniture,Supplier D,Warehouse 3,Canceled,956.0,1321.0,"$14,485.08",True,16.0,False,172452.7778,2275.0,7207.0
25-03-2024,south,Clothing,,Warehouse 1,,178.0,3229.0,"$14,452.09",True,25.0,False,11584.20659,2938.5,6301.0
03/24/2024,East,Electronics,Supplier A,  Warehouse 1 ,Fulfilled,137.0,2648.0,"$4,943.41",True,22.0,False,16021.4663,3797.0,7074.0
23-03-2024,South,Accessories,Supplier D,Warehouse 2,Fulfilled,156.0,4946.0,,True,16.0,False,14658.67768,2741.5,8197.0
22-03-2024,East,Furniture,Supplier B,Warehouse 3,Canceled,976.0,537.0,"$10,866.03",True,19.0,False,97923.64192,382.5,6145.0
21-03-2024,East,Furniture,Supplier D,Warehouse 2,Fulfilled,294.0,,"$9,651.20",True,28.0,False,29146.58145,1624.0,9225.0
20-03-2024,West,Electronics,,Warehouse 3,Fulfilled,472.0,3020.0,"$5,701.96",True,9.0,False,49313.70732,2490.5,6322.0
19-03-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,351.0,1961.0,"$12,899.90",True,7.0,False,50591.18617,,8048.0
03/18/2024,North,electronics,Supplier A,Warehouse 1,Fulfilled,65.0,2799.0,$909.32,True,2.0,False,7643.008859,2001.5,6773.0
17-03-2024,west,Electronics,Supplier A,  Warehouse 3 ,  Fulfilled ,-99.0,1204.0,"$6,039.78",True,19.0,False,33749.25857,714.0,7845.0
16-03-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,913.0,224.0,"$2,315.84",True,4.0,False,88005.28675,1402.5,9620.0
15-03-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,834.0,2581.0,"$14,022.73",True,22.0,False,88080.16662,1857.0,8477.0
14-03-2024,East,Electronics,Supplier A,warehouse 2,  Fulfilled ,365.0,1133.0,"$14,036.92",True,14.0,False,22246.15153,617.0,5525.0
13-03-2024,West,electronics,Supplier A,Warehouse 2,Fulfilled,243.0,,"$12,870.36",True,17.0,False,5786.94885,1453.5,5870.0
03/12/2024,West,,Supplier B,Warehouse 2,Pending,179.0,2806.0,"$7,290.36",True,10.0,False,18460.30548,3804.5,9911.0
11-03-2024,West,Furniture,Supplier C,warehouse 2,Pending,187.0,4803.0,"$1,236.64",False,11.0,False,33147.824,2614.5,9298.0
10-03-2024,West,Electronics,Supplier C,Warehouse 3,Fulfilled,933.0,426.0,"$4,884.74",True,22.0,False,93473.5221,1512.5,8049.0
09-03-2024,  nan ,Furniture,Supplier A,Warehouse 3,  Fulfilled ,236.0,2599.0,"$3,133.66",True,16.0,False,21907.65791,1851.5,7880.0
08-03-2024,North,Accessories,supplier a,Warehouse 1,Canceled,883.0,1104.0,"$7,151.22",True,26.0,False,124854.3105,1679.5,5061.0
07-03-2024,  South ,Furniture,Supplier B,,Fulfilled,337.0,2255.0,"$13,984.07",True,14.0,False,8781.229147,2876.5,5946.0
06-03-2024,North,,supplier d,warehouse 1,  fulfilled ,230.0,3498.0,"$2,666.83",True,18.0,False,26078.66412,3804.5,7893.0
03/05/2024,West,  Clothing ,Supplier A,Warehouse 1,  Fulfilled ,656.0,4111.0,"$7,119.38",False,21.0,False,61717.45019,3836.5,5998.0
04-03-2024,North,Furniture,Supplier C,Warehouse 1,Canceled,,3562.0,"$13,530.68",False,26.0,False,65591.67846,2098.0,7743.0
03/03/2024,West,  electronics ,Supplier A,Warehouse 2,  Fulfilled ,464.0,634.0,"$9,737.75",True,2.0,False,,2252.0,5810.0
02-03-2024,north,Electronics,Supplier B,Warehouse 3,Fulfilled,238.0,3870.0,"$14,055.95",,4.0,False,24267.79952,3965.0,
01-03-2024,north,Furniture,Supplier B,Warehouse 3,Fulfilled,902.0,,"$7,559.01",True,26.0,False,39328.83958,2372.5,6378.0
29-02-2024,West,  nan ,supplier b,Warehouse 1,Fulfilled,490.0,685.0,"$7,216.39",True,25.0,False,48095.25741,2234.0,5231.0
,East,Accessories,supplier d,  Warehouse 3 ,Pending,-99.0,3783.0,"$12,560.01",True,19.0,False,18215.76347,4021.5,9185.0
02/27/2024,South,  Clothing ,Supplier A,Warehouse 3,Fulfilled,433.0,4260.0,"$4,129.93",True,10.0,True,28741.78837,3627.5,8010.0
02/26/2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,208.0,2995.0,"$3,657.01",True,7.0,False,24331.64562,2086.0,6076.0
,south,Electronics,  Supplier D ,  Warehouse 3 ,Fulfilled,,1177.0,,True,28.0,False,57014.92611,668.5,5350.0
24-02-2024,  South ,Electronics,Supplier B,Warehouse 1,  Fulfilled ,539.0,160.0,"$9,471.83",True,4.0,False,58765.87571,375.5,5740.0
,West,clothing,Supplier C,Warehouse 3,Fulfilled,196.0,591.0,"$10,929.86",,11.0,,20765.77842,1121.0,8283.0
22-02-2024,South,Electronics,Supplier C,Warehouse 3,Canceled,629.0,1651.0,"$9,114.98",,,False,,1323.5,7895.0
02/21/2024,  nan ,,Supplier D,  Warehouse 2 ,Fulfilled,184.0,996.0,$510.84,False,25.0,False,19586.01252,637.0,5519.0
20-02-2024,North,Furniture,Supplier D,Warehouse 3,  Fulfilled ,656.0,278.0,"$13,614.57",True,14.0,False,112907.2398,1167.0,6683.0
19-02-2024,east,  Clothing ,,Warehouse 2,Fulfilled,667.0,2056.0,"$13,099.91",True,12.0,False,115960.8206,2456.5,
18-02-2024,Northh,Electronics,Supplier D,warehouse 1,Fulfilled,698.0,2857.0,"$4,719.49",True,26.0,False,125552.1857,3252.5,7207.0
17-02-2024,South,Accessories,Supplier A,warehouse 3,,859.0,3648.0,"$2,394.75",True,26.0,False,155426.8735,2832.0,6780.0
02/16/2024,West,Clothing,Supplier A,  Warehouse 2 ,Fulfilled,638.0,2016.0,"$6,901.81",True,11.0,False,20931.46959,,5066.0
15-02-2024,East,Electronics,Supplier A,Warehouse 1,Pending,851.0,3285.0,"$7,857.15",True,20.0,False,,2445.0,6683.0
14-02-2024,  South ,Furniture,supplier d,Warehouse 2,Fulfilled,349.0,1605.0,"$10,680.20",True,1.0,False,61494.06803,1807.5,8618.0
